"Number of households by type of outer wall","Number"
"BambooWall","571396"
"Cement Bonded Bricks/Stone Wall","240251"
"Mud Bonded Bricks/Stone Wall","52441"
"Not stated","15576"
"Others","8609"
"Unbaked Bricks","2900"
"Wood/Planks","40914"
"Total","932087"
