"Population by Five Years Age Group","Number"
"0-4",""
"Female","292407"
"Male","301095"
"10-14",""
"Female","353677"
"Male","373530"
"15-19",""
"Female","241034"
"Male","273758"
"20-24",""
"Female","220818"
"Male","199166"
"25-29",""
"Female","216949"
"Male","190241"
"30-34",""
"Female","196607"
"Male","163007"
"35-39",""
"Female","174625"
"Male","166190"
"40-44",""
"Female","139570"
"Male","141078"
"45-49",""
"Female","114476"
"Male","122020"
"50-54",""
"Female","89819"
"Male","100687"
"55-59",""
"Female","79435"
"Male","85312"
"5-9",""
"Female","372315"
"Male","390671"
"60-64",""
"Female","75042"
"Male","79402"
"65-69",""
"Female","53889"
"Male","58571"
"70-74",""
"Female","35659"
"Male","41318"
"75+",""
"Female","29885"
"Male","31892"
