"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1644"
"Christianity","173"
"Hindu","10514"
"Islam","0"
"Jainism","0"
"Kirat","3756"
"Prakriti","24"
"Sikhism","0"
"Undefined","38"
"Total","16149"
