"Population by Mother tongue","Number"
"Bahing",""
"Female","1299"
"Male","1155"
"","2454"
"Magar",""
"Female","92"
"Male","81"
"","173"
"Maithili",""
"Female","8"
"Male","14"
"","22"
"Nepali",""
"Female","5244"
"Male","4483"
"","9727"
"Newar",""
"Female","168"
"Male","137"
"","305"
"Not Reported",""
"Female","7"
"Male","6"
"","13"
"Others",""
"Female","15"
"Male","19"
"","34"
"Rai",""
"Female","26"
"Male","15"
"","41"
"Sherpa",""
"Female","774"
"Male","717"
"","1491"
"Tamang",""
"Female","55"
"Male","55"
"","110"
"Tharu",""
"Female","14"
"Male","14"
"","28"
"Thulung",""
"Female","913"
"Male","818"
"","1731"
