"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","8"
"LP Gas","1"
"Not Sated about Fuel","5"
"OthersFuel","0"
"Wood/FireWood","3614"
"Total","3636"
