"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","4"
"LP Gas","108"
"Not Sated about Fuel","40"
"OthersFuel","14"
"Wood/FireWood","3829"
"Total","3996"
