"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1252"
"Cow Dung","88"
"Electricity Fuel","21"
"KeroseneFuel","246"
"LP Gas","8801"
"Not Sated about Fuel","79"
"OthersFuel","26"
"Wood/FireWood","8605"
"Total","19118"
