"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","3645"
"Christianity","1350"
"Hindu","68822"
"Islam","3187"
"Jainism","35"
"Kirat","5265"
"Prakriti","126"
"Sikhism","2"
"Undefined","159"
"Total","82592"
