"Population by Single Year of Age","Number"
"0",""
"Female","47"
"Male","39"
"1",""
"Female","47"
"Male","64"
"10",""
"Female","64"
"Male","68"
"11",""
"Female","42"
"Male","54"
"12",""
"Female","71"
"Male","61"
"13",""
"Female","74"
"Male","43"
"14",""
"Female","67"
"Male","53"
"15",""
"Female","76"
"Male","48"
"16",""
"Female","45"
"Male","24"
"17",""
"Female","38"
"Male","27"
"18",""
"Female","59"
"Male","40"
"19",""
"Female","46"
"Male","41"
"2",""
"Female","90"
"Male","91"
"20",""
"Female","65"
"Male","57"
"21",""
"Female","47"
"Male","39"
"22",""
"Female","56"
"Male","44"
"23",""
"Female","47"
"Male","42"
"24",""
"Female","46"
"Male","46"
"25",""
"Female","64"
"Male","60"
"26",""
"Female","48"
"Male","36"
"27",""
"Female","23"
"Male","31"
"28",""
"Female","35"
"Male","31"
"29",""
"Female","28"
"Male","30"
"3",""
"Female","87"
"Male","69"
"30",""
"Female","58"
"Male","71"
"31",""
"Female","25"
"Male","22"
"32",""
"Female","35"
"Male","39"
"33",""
"Female","24"
"Male","21"
"34",""
"Female","24"
"Male","24"
"35",""
"Female","41"
"Male","52"
"36",""
"Female","18"
"Male","25"
"37",""
"Female","28"
"Male","35"
"38",""
"Female","28"
"Male","26"
"39",""
"Female","21"
"Male","21"
"4",""
"Female","101"
"Male","70"
"40",""
"Female","43"
"Male","44"
"41",""
"Female","25"
"Male","31"
"42",""
"Female","22"
"Male","30"
"43",""
"Female","23"
"Male","20"
"44",""
"Female","8"
"Male","21"
"45",""
"Female","27"
"Male","35"
"46",""
"Female","18"
"Male","18"
"47",""
"Female","12"
"Male","18"
"48",""
"Female","22"
"Male","28"
"49",""
"Female","17"
"Male","12"
"5",""
"Female","78"
"Male","76"
"50",""
"Female","41"
"Male","39"
"51",""
"Female","13"
"Male","15"
"52",""
"Female","15"
"Male","18"
"53",""
"Female","24"
"Male","15"
"54",""
"Female","11"
"Male","21"
"55",""
"Female","23"
"Male","28"
"56",""
"Female","15"
"Male","25"
"57",""
"Female","17"
"Male","8"
"58",""
"Female","14"
"Male","21"
"59",""
"Female","11"
"Male","15"
"6",""
"Female","86"
"Male","76"
"60",""
"Female","34"
"Male","36"
"61",""
"Female","24"
"Male","18"
"62",""
"Female","33"
"Male","22"
"63",""
"Female","18"
"Male","19"
"64",""
"Female","19"
"Male","12"
"65",""
"Female","19"
"Male","24"
"66",""
"Female","13"
"Male","6"
"67",""
"Female","8"
"Male","6"
"68",""
"Female","17"
"Male","21"
"69",""
"Female","9"
"Male","3"
"7",""
"Female","73"
"Male","62"
"70",""
"Female","21"
"Male","22"
"71",""
"Female","11"
"Male","10"
"72",""
"Female","6"
"Male","4"
"73",""
"Female","4"
"Male","4"
"74",""
"Female","2"
"Male","3"
"75",""
"Female","18"
"Male","5"
"76",""
"Female","4"
"Male","4"
"77",""
"Female","5"
"Male","5"
"78",""
"Female","4"
"Male","3"
"79",""
"Female","1"
"Male","2"
"8",""
"Female","68"
"Male","68"
"80",""
"Female","11"
"Male","12"
"81",""
"Female","2"
"Male","4"
"82",""
"Female","2"
"Male","1"
"83",""
"Female","4"
"Male","2"
"84",""
"Female","4"
"Male","0"
"85",""
"Female","8"
"Male","8"
"9",""
"Female","76"
"Male","81"
