"Population by Mother tongue","Number"
"Achhami",""
"Female","3209"
"Male","2329"
"Avadhi",""
"Female","11"
"Male","15"
"Bajureli",""
"Female","16"
"Male","16"
"Bhojpuri",""
"Female","11"
"Male","11"
"Dadeldhuri",""
"Female","11"
"Male","5"
"Dailekhi",""
"Female","256"
"Male","220"
"Doteli",""
"Female","1028"
"Male","855"
"Gurung",""
"Female","6"
"Male","6"
"Hindi",""
"Female","13"
"Male","14"
"Jumli",""
"Female","41"
"Male","36"
"Khamchi (Raute)",""
"Female","8"
"Male","7"
"Khash",""
"Female","10"
"Male","4"
"Magar",""
"Female","114"
"Male","98"
"Maithili",""
"Female","95"
"Male","100"
"Nepali",""
"Female","5687"
"Male","4791"
"Not Reported",""
"Female","4"
"Male","10"
"Others",""
"Female","22"
"Male","16"
"Sign Language",""
"Female","7"
"Male","7"
"Tharu",""
"Female","14883"
"Male","14285"
"Urdu",""
"Female","152"
"Male","131"
