"Population by Five Years Age Group","Number"
"0-4",""
"Female","633"
"Male","603"
"10-14",""
"Female","438"
"Male","511"
"15-19",""
"Female","334"
"Male","344"
"20-24",""
"Female","290"
"Male","247"
"25-29",""
"Female","259"
"Male","258"
"30-34",""
"Female","193"
"Male","192"
"35-39",""
"Female","180"
"Male","184"
"40-44",""
"Female","138"
"Male","148"
"45-49",""
"Female","132"
"Male","142"
"50-54",""
"Female","121"
"Male","116"
"55-59",""
"Female","92"
"Male","102"
"5-9",""
"Female","550"
"Male","523"
"60-64",""
"Female","97"
"Male","91"
"65-69",""
"Female","74"
"Male","50"
"70-74",""
"Female","27"
"Male","29"
"75+",""
"Female","17"
"Male","25"
