"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","0"
"Cow Dung","1"
"Electricity","0"
"Kerosene","9"
"LP Gas","0"
"Not stated","8"
"Others","0"
"Wood/Firewood","1851"
"Total","1869"
