"Population by Caste Ethinicity","Number"
"Bote",""
"Female","147"
"Male","150"
"","297"
"Brahman - Hill",""
"Female","811"
"Male","606"
"","1417"
"Brahmu/ Baramo",""
"Female","22"
"Male","24"
"","46"
"Chepang /Praja",""
"Female","5"
"Male","13"
"","18"
"Chhetri",""
"Female","312"
"Male","250"
"","562"
"Damai/Dholi",""
"Female","157"
"Male","132"
"","289"
"Gharti/Bhujel",""
"Female","535"
"Male","515"
"","1050"
"Gurung",""
"Female","2721"
"Male","2357"
"","5078"
"Kami",""
"Female","226"
"Male","187"
"","413"
"Magar",""
"Female","3020"
"Male","2595"
"","5615"
"Majhi",""
"Female","134"
"Male","150"
"","284"
"Musalman",""
"Female","7"
"Male","9"
"","16"
"Newar",""
"Female","71"
"Male","66"
"","137"
"Others",""
"Female","14"
"Male","16"
"","30"
"Sanyasi/Dasnami",""
"Female","49"
"Male","40"
"","89"
"Sarki",""
"Female","29"
"Male","22"
"","51"
"Tamang",""
"Female","66"
"Male","61"
"","127"
"Thakuri",""
"Female","321"
"Male","291"
"","612"
