"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","198"
"Cow Dung","1"
"Electricity Fuel","2"
"KeroseneFuel","9"
"LP Gas","285"
"Not Sated about Fuel","19"
"OthersFuel","1"
"Wood/FireWood","2920"
"Total","3435"
