"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","8817"
"Christianity","286"
"Hindu","16422"
"Islam","14"
"Jainism","0"
"Kirat","3"
"Prakriti","8"
"Sikhism","0"
"Undefined","8"
"Total","25558"
