"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","10"
"Male","16"
"","26"
"Gurung",""
"Female","13"
"Male","13"
"","26"
"Hindi",""
"Female","2"
"Male","9"
"","11"
"Magar",""
"Female","19"
"Male","11"
"","30"
"Maithili",""
"Female","7"
"Male","24"
"","31"
"Nepali",""
"Female","5393"
"Male","5026"
"","10419"
"Newar",""
"Female","3012"
"Male","2859"
"","5871"
"Others",""
"Female","14"
"Male","24"
"","38"
"Rai",""
"Female","14"
"Male","18"
"","32"
"Sherpa",""
"Female","7"
"Male","8"
"","15"
"Tamang",""
"Female","4501"
"Male","4338"
"","8839"
