"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1840"
"Male","1754"
"","3594"
"Chhetri",""
"Female","2431"
"Male","2267"
"","4698"
"Dalit Others",""
"Female","192"
"Male","166"
"","358"
"Damai/Dholi",""
"Female","72"
"Male","74"
"","146"
"Danuwar",""
"Female","6"
"Male","12"
"","18"
"Gharti/Bhujel",""
"Female","110"
"Male","87"
"","197"
"Gurung",""
"Female","91"
"Male","78"
"","169"
"Kami",""
"Female","105"
"Male","92"
"","197"
"Lhomi",""
"Female","16"
"Male","20"
"","36"
"Magar",""
"Female","93"
"Male","98"
"","191"
"Musalman",""
"Female","3"
"Male","11"
"","14"
"Newar",""
"Female","3273"
"Male","3080"
"","6353"
"Others",""
"Female","39"
"Male","62"
"","101"
"Rai",""
"Female","22"
"Male","30"
"","52"
"Sanyasi/Dasnami",""
"Female","13"
"Male","15"
"","28"
"Sarki",""
"Female","8"
"Male","9"
"","17"
"Sherpa",""
"Female","13"
"Male","12"
"","25"
"Sunuwar",""
"Female","56"
"Male","42"
"","98"
"Tamang",""
"Female","4538"
"Male","4365"
"","8903"
"Terai Others",""
"Female","10"
"Male","15"
"","25"
"Thakuri",""
"Female","61"
"Male","57"
"","118"
