"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","20"
"Cow Dung","6390"
"Electricity","8"
"Kerosene","499"
"LP Gas","12235"
"Not stated","531"
"Others","85"
"Wood/Firewood","10821"
"Total","30589"
