"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","42"
"Male","40"
"Brahman - Hill",""
"Female","11769"
"Male","11630"
"Chhetri",""
"Female","19545"
"Male","19802"
"Dalit Others",""
"Female","63"
"Male","67"
"Damai/Dholi",""
"Female","3508"
"Male","3442"
"Gurung",""
"Female","8"
"Male","8"
"Kami",""
"Female","11915"
"Male","12253"
"Kumal",""
"Female","370"
"Male","360"
"Lohar",""
"Female","347"
"Male","364"
"Magar",""
"Female","215"
"Male","278"
"Musalman",""
"Female","4"
"Male","8"
"Newar",""
"Female","7"
"Male","4"
"Others",""
"Female","94"
"Male","119"
"Sanyasi/Dasnami",""
"Female","662"
"Male","684"
"Sarki",""
"Female","2163"
"Male","2266"
"Tamang",""
"Female","31"
"Male","29"
"Teli",""
"Female","42"
"Male","45"
"Terai Others",""
"Female","26"
"Male","29"
"Thakuri",""
"Female","17274"
"Male","17029"
"Tharu",""
"Female","13"
"Male","32"
