"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","34"
"Cow Dung","3"
"Electricity","10"
"Kerosene","10"
"LP Gas","248"
"Not stated","139"
"Others","20"
"Wood/Firewood","22544"
"Total","23008"
