"Population by Single Year of Age","Number"
"0",""
"Female","1822"
"Male","1924"
"1",""
"Female","1700"
"Male","1801"
"10",""
"Female","2158"
"Male","2359"
"11",""
"Female","1479"
"Male","1520"
"12",""
"Female","2319"
"Male","2332"
"13",""
"Female","1544"
"Male","1609"
"14",""
"Female","1920"
"Male","1846"
"15",""
"Female","1547"
"Male","1495"
"16",""
"Female","1666"
"Male","1681"
"17",""
"Female","716"
"Male","806"
"18",""
"Female","2057"
"Male","1883"
"19",""
"Female","940"
"Male","923"
"2",""
"Female","2059"
"Male","2273"
"20",""
"Female","1663"
"Male","1329"
"21",""
"Female","914"
"Male","920"
"22",""
"Female","1366"
"Male","1252"
"23",""
"Female","900"
"Male","831"
"24",""
"Female","1034"
"Male","956"
"25",""
"Female","1458"
"Male","1274"
"26",""
"Female","871"
"Male","933"
"27",""
"Female","644"
"Male","705"
"28",""
"Female","1130"
"Male","1108"
"29",""
"Female","431"
"Male","450"
"3",""
"Female","2425"
"Male","2460"
"30",""
"Female","1634"
"Male","1282"
"31",""
"Female","340"
"Male","405"
"32",""
"Female","820"
"Male","892"
"33",""
"Female","407"
"Male","444"
"34",""
"Female","489"
"Male","503"
"35",""
"Female","1562"
"Male","1285"
"36",""
"Female","563"
"Male","710"
"37",""
"Female","295"
"Male","350"
"38",""
"Female","773"
"Male","748"
"39",""
"Female","285"
"Male","370"
"4",""
"Female","2536"
"Male","2643"
"40",""
"Female","1604"
"Male","1212"
"41",""
"Female","235"
"Male","377"
"42",""
"Female","469"
"Male","601"
"43",""
"Female","249"
"Male","341"
"44",""
"Female","241"
"Male","307"
"45",""
"Female","1188"
"Male","1054"
"46",""
"Female","346"
"Male","447"
"47",""
"Female","205"
"Male","304"
"48",""
"Female","538"
"Male","714"
"49",""
"Female","203"
"Male","281"
"5",""
"Female","2285"
"Male","2367"
"50",""
"Female","1046"
"Male","971"
"51",""
"Female","163"
"Male","278"
"52",""
"Female","325"
"Male","492"
"53",""
"Female","165"
"Male","254"
"54",""
"Female","172"
"Male","211"
"55",""
"Female","656"
"Male","663"
"56",""
"Female","256"
"Male","351"
"57",""
"Female","154"
"Male","200"
"58",""
"Female","334"
"Male","451"
"59",""
"Female","202"
"Male","276"
"6",""
"Female","2228"
"Male","2356"
"60",""
"Female","1098"
"Male","759"
"61",""
"Female","415"
"Male","342"
"62",""
"Female","427"
"Male","375"
"63",""
"Female","212"
"Male","202"
"64",""
"Female","162"
"Male","184"
"65",""
"Female","667"
"Male","503"
"66",""
"Female","113"
"Male","180"
"67",""
"Female","81"
"Male","129"
"68",""
"Female","159"
"Male","177"
"69",""
"Female","50"
"Male","55"
"7",""
"Female","1961"
"Male","1912"
"70",""
"Female","383"
"Male","325"
"71",""
"Female","57"
"Male","80"
"72",""
"Female","57"
"Male","106"
"73",""
"Female","35"
"Male","56"
"74",""
"Female","28"
"Male","48"
"75",""
"Female","158"
"Male","136"
"76",""
"Female","30"
"Male","47"
"77",""
"Female","11"
"Male","24"
"78",""
"Female","39"
"Male","64"
"79",""
"Female","11"
"Male","17"
"8",""
"Female","2277"
"Male","2355"
"80",""
"Female","118"
"Male","76"
"81",""
"Female","6"
"Male","29"
"82",""
"Female","13"
"Male","27"
"83",""
"Female","7"
"Male","12"
"84",""
"Female","10"
"Male","16"
"85",""
"Female","67"
"Male","74"
"9",""
"Female","1732"
"Male","1713"
