"Population by Mother tongue","Number"
"Avadhi",""
"Female","15553"
"Male","15993"
"Bhojpuri",""
"Female","29"
"Male","26"
"Doteli",""
"Female","9"
"Male","11"
"Gurung",""
"Female","26"
"Male","26"
"Hindi",""
"Female","23"
"Male","20"
"Magar",""
"Female","717"
"Male","709"
"Maithili",""
"Female","296"
"Male","276"
"Nepali",""
"Female","563"
"Male","474"
"Newar",""
"Female","49"
"Male","52"
"Not Reported",""
"Female","40"
"Male","54"
"Others",""
"Female","23"
"Male","14"
"Rai",""
"Female","11"
"Male","8"
"Tharu",""
"Female","883"
"Male","820"
"Urdu",""
"Female","4246"
"Male","4250"
