"Population by Single Year of Age","Number"
"0",""
"Female","432"
"Male","520"
"1",""
"Female","426"
"Male","446"
"10",""
"Female","903"
"Male","1043"
"11",""
"Female","350"
"Male","353"
"12",""
"Female","826"
"Male","893"
"13",""
"Female","378"
"Male","457"
"14",""
"Female","561"
"Male","586"
"15",""
"Female","532"
"Male","508"
"16",""
"Female","575"
"Male","574"
"17",""
"Female","302"
"Male","352"
"18",""
"Female","593"
"Male","690"
"19",""
"Female","266"
"Male","225"
"2",""
"Female","540"
"Male","569"
"20",""
"Female","683"
"Male","632"
"21",""
"Female","201"
"Male","198"
"22",""
"Female","423"
"Male","451"
"23",""
"Female","271"
"Male","202"
"24",""
"Female","403"
"Male","260"
"25",""
"Female","602"
"Male","645"
"26",""
"Female","301"
"Male","239"
"27",""
"Female","200"
"Male","180"
"28",""
"Female","578"
"Male","400"
"29",""
"Female","106"
"Male","99"
"3",""
"Female","676"
"Male","719"
"30",""
"Female","697"
"Male","699"
"31",""
"Female","77"
"Male","59"
"32",""
"Female","314"
"Male","282"
"33",""
"Female","217"
"Male","109"
"34",""
"Female","183"
"Male","73"
"35",""
"Female","534"
"Male","728"
"36",""
"Female","175"
"Male","157"
"37",""
"Female","83"
"Male","78"
"38",""
"Female","382"
"Male","218"
"39",""
"Female","76"
"Male","38"
"4",""
"Female","665"
"Male","671"
"40",""
"Female","572"
"Male","631"
"41",""
"Female","46"
"Male","39"
"42",""
"Female","154"
"Male","155"
"43",""
"Female","173"
"Male","69"
"44",""
"Female","118"
"Male","51"
"45",""
"Female","392"
"Male","618"
"46",""
"Female","81"
"Male","71"
"47",""
"Female","68"
"Male","45"
"48",""
"Female","214"
"Male","164"
"49",""
"Female","48"
"Male","29"
"5",""
"Female","792"
"Male","789"
"50",""
"Female","383"
"Male","513"
"51",""
"Female","38"
"Male","43"
"52",""
"Female","90"
"Male","117"
"53",""
"Female","128"
"Male","32"
"54",""
"Female","64"
"Male","28"
"55",""
"Female","323"
"Male","445"
"56",""
"Female","52"
"Male","48"
"57",""
"Female","38"
"Male","32"
"58",""
"Female","168"
"Male","94"
"59",""
"Female","30"
"Male","28"
"6",""
"Female","676"
"Male","696"
"60",""
"Female","374"
"Male","524"
"61",""
"Female","26"
"Male","25"
"62",""
"Female","76"
"Male","79"
"63",""
"Female","60"
"Male","22"
"64",""
"Female","45"
"Male","16"
"65",""
"Female","261"
"Male","369"
"66",""
"Female","23"
"Male","27"
"67",""
"Female","20"
"Male","20"
"68",""
"Female","83"
"Male","65"
"69",""
"Female","18"
"Male","19"
"7",""
"Female","545"
"Male","577"
"70",""
"Female","179"
"Male","262"
"71",""
"Female","9"
"Male","26"
"72",""
"Female","33"
"Male","52"
"73",""
"Female","14"
"Male","12"
"74",""
"Female","14"
"Male","17"
"75",""
"Female","72"
"Male","120"
"76",""
"Female","6"
"Male","4"
"77",""
"Female","5"
"Male","4"
"78",""
"Female","12"
"Male","9"
"79",""
"Female","3"
"Male","4"
"8",""
"Female","946"
"Male","955"
"80",""
"Female","43"
"Male","66"
"81",""
"Female","3"
"Male","2"
"82",""
"Female","6"
"Male","5"
"83",""
"Female","2"
"Male","0"
"84",""
"Female","0"
"Male","3"
"85",""
"Female","35"
"Male","33"
"9",""
"Female","381"
"Male","421"
