"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","7"
"Male","10"
"","17"
"Bantar/Sardar",""
"Female","24"
"Male","11"
"","35"
"Baraee",""
"Female","18"
"Male","22"
"","40"
"Brahman - Hill",""
"Female","2713"
"Male","2371"
"","5084"
"Brahman - Tarai",""
"Female","10"
"Male","11"
"","21"
"Chamar/ Harijan/ Ram",""
"Female","16"
"Male","12"
"","28"
"Chhetri",""
"Female","1837"
"Male","1533"
"","3370"
"Damai/Dholi",""
"Female","92"
"Male","74"
"","166"
"Dhanuk",""
"Female","41"
"Male","45"
"","86"
"Dom",""
"Female","5"
"Male","7"
"","12"
"Gaine",""
"Female","90"
"Male","85"
"","175"
"Gangai",""
"Female","1655"
"Male","1625"
"","3280"
"Gharti/Bhujel",""
"Female","70"
"Male","43"
"","113"
"Gurung",""
"Female","150"
"Male","136"
"","286"
"Hajam/Thakur",""
"Female","110"
"Male","147"
"","257"
"Halwai",""
"Female","31"
"Male","38"
"","69"
"Jhangad/ Dhagar",""
"Female","8"
"Male","4"
"","12"
"Kahar",""
"Female","15"
"Male","6"
"","21"
"Kalwar",""
"Female","24"
"Male","18"
"","42"
"Kami",""
"Female","103"
"Male","77"
"","180"
"Kathabaniyan",""
"Female","45"
"Male","49"
"","94"
"Kayastha",""
"Female","6"
"Male","6"
"","12"
"Koiri/Kushwaha",""
"Female","14"
"Male","19"
"","33"
"Kumal",""
"Female","22"
"Male","14"
"","36"
"Kurmi",""
"Female","8"
"Male","9"
"","17"
"Limbu",""
"Female","501"
"Male","417"
"","918"
"Lohar",""
"Female","14"
"Male","8"
"","22"
"Magar",""
"Female","95"
"Male","85"
"","180"
"Majhi",""
"Female","245"
"Male","228"
"","473"
"Mali",""
"Female","24"
"Male","23"
"","47"
"Mallaha",""
"Female","80"
"Male","65"
"","145"
"Meche",""
"Female","20"
"Male","17"
"","37"
"Musahar",""
"Female","31"
"Male","25"
"","56"
"Musalman",""
"Female","3121"
"Male","2646"
"","5767"
"Newar",""
"Female","174"
"Male","146"
"","320"
"Others",""
"Female","54"
"Male","37"
"","91"
"Punjabi/Sikh",""
"Female","30"
"Male","24"
"","54"
"Rai",""
"Female","251"
"Male","197"
"","448"
"Rajbansi",""
"Female","7300"
"Male","6722"
"","14022"
"Sanyasi/Dasnami",""
"Female","101"
"Male","105"
"","206"
"Sarki",""
"Female","22"
"Male","18"
"","40"
"Satar/ Santhal",""
"Female","716"
"Male","658"
"","1374"
"Sonar",""
"Female","54"
"Male","44"
"","98"
"Sunuwar",""
"Female","114"
"Male","133"
"","247"
"Tamang",""
"Female","313"
"Male","264"
"","577"
"Teli",""
"Female","43"
"Male","40"
"","83"
"Terai Others",""
"Female","62"
"Male","66"
"","128"
"Tharu",""
"Female","12"
"Male","14"
"","26"
"Undefined Others",""
"Female","61"
"Male","62"
"","123"
"Yadav",""
"Female","279"
"Male","291"
"","570"
