"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","389"
"Cow Dung","1417"
"Electricity Fuel","3"
"KeroseneFuel","139"
"LP Gas","302"
"Not Sated about Fuel","16"
"OthersFuel","424"
"Wood/FireWood","6052"
"Total","8742"
