"Population by Mother tongue","Number"
"Avadhi",""
"Female","110"
"Male","115"
"Bajjika",""
"Female","5779"
"Male","6064"
"Bhojpuri",""
"Female","27"
"Male","40"
"Danuwar",""
"Female","623"
"Male","641"
"Magahi",""
"Female","85"
"Male","91"
"Maithili",""
"Female","7240"
"Male","7522"
"Nepali",""
"Female","126"
"Male","160"
"Newar",""
"Female","37"
"Male","36"
"Not Reported",""
"Female","152"
"Male","150"
"Others",""
"Female","14"
"Male","11"
"Sunuwar",""
"Female","51"
"Male","54"
"Tharu",""
"Female","299"
"Male","289"
"Uranw/Urau",""
"Female","51"
"Male","53"
"Urdu",""
"Female","1740"
"Male","1768"
