"Population by Literacy Status","Number"
"Literate",""
"Female","4614"
"Male","8052"
"Not Read/Write",""
"Female","9288"
"Male","6586"
"Not Stated",""
"Female","26"
"Male","27"
"Read Only",""
"Female","335"
"Male","301"
