"Population by Single Year of Age","Number"
"0",""
"Female","300"
"Male","324"
"1",""
"Female","275"
"Male","290"
"10",""
"Female","700"
"Male","756"
"11",""
"Female","239"
"Male","282"
"12",""
"Female","530"
"Male","598"
"13",""
"Female","278"
"Male","320"
"14",""
"Female","415"
"Male","400"
"15",""
"Female","341"
"Male","454"
"16",""
"Female","382"
"Male","420"
"17",""
"Female","201"
"Male","243"
"18",""
"Female","360"
"Male","451"
"19",""
"Female","137"
"Male","158"
"2",""
"Female","451"
"Male","479"
"20",""
"Female","444"
"Male","449"
"21",""
"Female","107"
"Male","132"
"22",""
"Female","292"
"Male","303"
"23",""
"Female","188"
"Male","127"
"24",""
"Female","201"
"Male","187"
"25",""
"Female","501"
"Male","521"
"26",""
"Female","167"
"Male","177"
"27",""
"Female","153"
"Male","150"
"28",""
"Female","328"
"Male","269"
"29",""
"Female","94"
"Male","95"
"3",""
"Female","517"
"Male","492"
"30",""
"Female","593"
"Male","543"
"31",""
"Female","53"
"Male","59"
"32",""
"Female","274"
"Male","240"
"33",""
"Female","140"
"Male","89"
"34",""
"Female","89"
"Male","70"
"35",""
"Female","452"
"Male","648"
"36",""
"Female","98"
"Male","136"
"37",""
"Female","89"
"Male","67"
"38",""
"Female","235"
"Male","167"
"39",""
"Female","45"
"Male","58"
"4",""
"Female","528"
"Male","443"
"40",""
"Female","455"
"Male","534"
"41",""
"Female","32"
"Male","46"
"42",""
"Female","173"
"Male","138"
"43",""
"Female","94"
"Male","48"
"44",""
"Female","71"
"Male","40"
"45",""
"Female","372"
"Male","551"
"46",""
"Female","63"
"Male","70"
"47",""
"Female","49"
"Male","57"
"48",""
"Female","147"
"Male","102"
"49",""
"Female","39"
"Male","37"
"5",""
"Female","581"
"Male","596"
"50",""
"Female","294"
"Male","433"
"51",""
"Female","29"
"Male","18"
"52",""
"Female","82"
"Male","74"
"53",""
"Female","51"
"Male","33"
"54",""
"Female","33"
"Male","27"
"55",""
"Female","247"
"Male","304"
"56",""
"Female","56"
"Male","42"
"57",""
"Female","34"
"Male","38"
"58",""
"Female","100"
"Male","79"
"59",""
"Female","25"
"Male","19"
"6",""
"Female","552"
"Male","502"
"60",""
"Female","264"
"Male","326"
"61",""
"Female","12"
"Male","25"
"62",""
"Female","61"
"Male","52"
"63",""
"Female","29"
"Male","11"
"64",""
"Female","15"
"Male","16"
"65",""
"Female","219"
"Male","232"
"66",""
"Female","22"
"Male","24"
"67",""
"Female","13"
"Male","16"
"68",""
"Female","56"
"Male","45"
"69",""
"Female","11"
"Male","7"
"7",""
"Female","467"
"Male","461"
"70",""
"Female","164"
"Male","169"
"71",""
"Female","22"
"Male","13"
"72",""
"Female","44"
"Male","44"
"73",""
"Female","11"
"Male","22"
"74",""
"Female","10"
"Male","11"
"75",""
"Female","91"
"Male","88"
"76",""
"Female","7"
"Male","11"
"77",""
"Female","9"
"Male","5"
"78",""
"Female","8"
"Male","6"
"79",""
"Female","2"
"Male","5"
"8",""
"Female","642"
"Male","640"
"80",""
"Female","52"
"Male","54"
"81",""
"Female","2"
"Male","2"
"82",""
"Female","0"
"Male","1"
"83",""
"Female","1"
"Male","0"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","29"
"Male","24"
"9",""
"Female","295"
"Male","315"
