"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","5"
"Cow Dung","1609"
"Electricity","0"
"Kerosene","82"
"LP Gas","12"
"Not stated","49"
"Others","64"
"Wood/Firewood","3719"
"Total","5540"
