"Population by Five Years Age Group","Number"
"0-4",""
"Female","2505"
"Male","2649"
"10-14",""
"Female","2896"
"Male","3007"
"15-19",""
"Female","1850"
"Male","2058"
"20-24",""
"Female","1664"
"Male","1467"
"25-29",""
"Female","1609"
"Male","1523"
"30-34",""
"Female","1481"
"Male","1303"
"35-39",""
"Female","1275"
"Male","1383"
"40-44",""
"Female","1073"
"Male","1178"
"45-49",""
"Female","832"
"Male","1022"
"50-54",""
"Female","540"
"Male","697"
"55-59",""
"Female","539"
"Male","537"
"5-9",""
"Female","3089"
"Male","3315"
"60-64",""
"Female","586"
"Male","614"
"65-69",""
"Female","459"
"Male","481"
"70-74",""
"Female","296"
"Male","372"
"75+",""
"Female","230"
"Male","240"
