"Population by Mother tongue","Number"
"Avadhi",""
"Female","5"
"Male","9"
"","14"
"Bangla",""
"Female","3"
"Male","8"
"","11"
"Bhojpuri",""
"Female","94"
"Male","157"
"","251"
"Bhujel",""
"Female","367"
"Male","279"
"","646"
"Bote",""
"Female","12"
"Male","15"
"","27"
"Gurung",""
"Female","12582"
"Male","9814"
"","22396"
"Hindi",""
"Female","33"
"Male","93"
"","126"
"Kumal",""
"Female","37"
"Male","32"
"","69"
"Limbu",""
"Female","7"
"Male","4"
"","11"
"Magar",""
"Female","24735"
"Male","18873"
"","43608"
"Maithili",""
"Female","73"
"Male","99"
"","172"
"Nepali",""
"Female","121670"
"Male","92563"
"","214233"
"Newar",""
"Female","2705"
"Male","2097"
"","4802"
"Not Reported",""
"Female","123"
"Male","86"
"","209"
"Others",""
"Female","142"
"Male","163"
"","305"
"Rai",""
"Female","41"
"Male","33"
"","74"
"Thakali",""
"Female","15"
"Male","13"
"","28"
"Tharu",""
"Female","40"
"Male","100"
"","140"
"Urdu",""
"Female","545"
"Male","433"
"","978"
