"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1839"
"Cow Dung","29"
"Electricity Fuel","229"
"KeroseneFuel","261"
"LP Gas","9758"
"Not Sated about Fuel","177"
"OthersFuel","36"
"Wood/FireWood","56527"
"Total","68856"
