"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","581"
"Male","476"
"","1057"
"Chhetri",""
"Female","48"
"Male","48"
"","96"
"Damai/Dholi",""
"Female","129"
"Male","141"
"","270"
"Gharti/Bhujel",""
"Female","106"
"Male","96"
"","202"
"Gurung",""
"Female","3622"
"Male","2991"
"","6613"
"Kami",""
"Female","355"
"Male","281"
"","636"
"Magar",""
"Female","133"
"Male","132"
"","265"
"Newar",""
"Female","16"
"Male","20"
"","36"
"Others",""
"Female","15"
"Male","13"
"","28"
"Rai",""
"Female","11"
"Male","8"
"","19"
"Sanyasi/Dasnami",""
"Female","58"
"Male","43"
"","101"
"Sarki",""
"Female","62"
"Male","45"
"","107"
"Tamang",""
"Female","819"
"Male","726"
"","1545"
