"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","53"
"Cow Dung","1"
"Electricity Fuel","4"
"KeroseneFuel","9"
"LP Gas","14"
"Not Sated about Fuel","2"
"OthersFuel","0"
"Wood/FireWood","2507"
"Total","2590"
