"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","2004"
"Christianity","389"
"Hindu","30159"
"Islam","99"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","31"
"Total","32683"
