"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","262"
"Cow Dung","4"
"Electricity Fuel","0"
"KeroseneFuel","8"
"LP Gas","119"
"Not Sated about Fuel","23"
"OthersFuel","2"
"Wood/FireWood","5285"
"Total","5703"
