"Population by Mother tongue","Number"
"Bantawa",""
"Female","13"
"Male","21"
"","34"
"Bhojpuri",""
"Female","84"
"Male","237"
"","321"
"Chamling",""
"Female","21"
"Male","11"
"","32"
"Danuwar",""
"Female","7"
"Male","20"
"","27"
"Dhimal",""
"Female","8"
"Male","12"
"","20"
"Doteli",""
"Female","19"
"Male","21"
"","40"
"English",""
"Female","10"
"Male","19"
"","29"
"Ghale",""
"Female","34"
"Male","28"
"","62"
"Gurung",""
"Female","48"
"Male","38"
"","86"
"Hindi",""
"Female","40"
"Male","95"
"","135"
"Limbu",""
"Female","123"
"Male","105"
"","228"
"Magar",""
"Female","173"
"Male","165"
"","338"
"Maithili",""
"Female","251"
"Male","445"
"","696"
"Majhi",""
"Female","5"
"Male","11"
"","16"
"Nepali",""
"Female","25224"
"Male","24237"
"","49461"
"Newar",""
"Female","9468"
"Male","9529"
"","18997"
"Others",""
"Female","48"
"Male","55"
"","103"
"Rai",""
"Female","149"
"Male","129"
"","278"
"Sherpa",""
"Female","20"
"Male","22"
"","42"
"Sunuwar",""
"Female","16"
"Male","15"
"","31"
"Tamang",""
"Female","3740"
"Male","3549"
"","7289"
"Tharu",""
"Female","72"
"Male","117"
"","189"
"Thulung",""
"Female","9"
"Male","8"
"","17"
"Urdu",""
"Female","9"
"Male","10"
"","19"
