"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","876"
"Male","666"
"","1542"
"Chhetri",""
"Female","676"
"Male","507"
"","1183"
"Damai/Dholi",""
"Female","228"
"Male","201"
"","429"
"Gharti/Bhujel",""
"Female","221"
"Male","191"
"","412"
"Gurung",""
"Female","4643"
"Male","3973"
"","8616"
"Kami",""
"Female","980"
"Male","767"
"","1747"
"Magar",""
"Female","184"
"Male","155"
"","339"
"Musalman",""
"Female","6"
"Male","6"
"","12"
"Newar",""
"Female","140"
"Male","134"
"","274"
"Others",""
"Female","23"
"Male","21"
"","44"
"Rai",""
"Female","14"
"Male","8"
"","22"
"Sanyasi/Dasnami",""
"Female","171"
"Male","140"
"","311"
"Sarki",""
"Female","272"
"Male","260"
"","532"
"Tamang",""
"Female","1481"
"Male","1308"
"","2789"
