"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","9"
"Cow Dung","2"
"Electricity Fuel","0"
"KeroseneFuel","1"
"LP Gas","20"
"Not Sated about Fuel","27"
"OthersFuel","0"
"Wood/FireWood","5204"
"Total","5263"
