"Population by Five Years Age Group","Number"
"0-4",""
"Female","1290"
"Male","1335"
"10-14",""
"Female","1674"
"Male","1741"
"15-19",""
"Female","1223"
"Male","1189"
"20-24",""
"Female","906"
"Male","816"
"25-29",""
"Female","825"
"Male","806"
"30-34",""
"Female","692"
"Male","628"
"35-39",""
"Female","625"
"Male","578"
"40-44",""
"Female","543"
"Male","511"
"45-49",""
"Female","437"
"Male","364"
"50-54",""
"Female","385"
"Male","372"
"55-59",""
"Female","281"
"Male","331"
"5-9",""
"Female","1647"
"Male","1605"
"60-64",""
"Female","387"
"Male","242"
"65-69",""
"Female","259"
"Male","219"
"70-74",""
"Female","196"
"Male","127"
"75+",""
"Female","175"
"Male","144"
