"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","794"
"Cow Dung","18"
"Electricity","10"
"Kerosene","41"
"LP Gas","954"
"Not stated","88"
"Others","16"
"Wood/Firewood","13435"
"Total","15356"
