"Population by Single Year of Age","Number"
"0",""
"Female","549"
"Male","585"
"1",""
"Female","454"
"Male","505"
"10",""
"Female","1103"
"Male","1273"
"11",""
"Female","873"
"Male","989"
"12",""
"Female","1198"
"Male","1365"
"13",""
"Female","1075"
"Male","1136"
"14",""
"Female","1174"
"Male","1104"
"15",""
"Female","1099"
"Male","989"
"16",""
"Female","1155"
"Male","1018"
"17",""
"Female","891"
"Male","775"
"18",""
"Female","1179"
"Male","1069"
"19",""
"Female","674"
"Male","534"
"2",""
"Female","594"
"Male","677"
"20",""
"Female","1205"
"Male","879"
"21",""
"Female","707"
"Male","522"
"22",""
"Female","920"
"Male","772"
"23",""
"Female","669"
"Male","565"
"24",""
"Female","688"
"Male","542"
"25",""
"Female","1049"
"Male","815"
"26",""
"Female","661"
"Male","480"
"27",""
"Female","583"
"Male","494"
"28",""
"Female","875"
"Male","740"
"29",""
"Female","345"
"Male","352"
"3",""
"Female","686"
"Male","751"
"30",""
"Female","1214"
"Male","908"
"31",""
"Female","249"
"Male","247"
"32",""
"Female","608"
"Male","512"
"33",""
"Female","366"
"Male","272"
"34",""
"Female","348"
"Male","253"
"35",""
"Female","1201"
"Male","999"
"36",""
"Female","346"
"Male","320"
"37",""
"Female","243"
"Male","220"
"38",""
"Female","548"
"Male","402"
"39",""
"Female","187"
"Male","172"
"4",""
"Female","705"
"Male","844"
"40",""
"Female","1070"
"Male","934"
"41",""
"Female","184"
"Male","162"
"42",""
"Female","351"
"Male","314"
"43",""
"Female","227"
"Male","173"
"44",""
"Female","192"
"Male","134"
"45",""
"Female","823"
"Male","783"
"46",""
"Female","228"
"Male","178"
"47",""
"Female","151"
"Male","138"
"48",""
"Female","315"
"Male","291"
"49",""
"Female","137"
"Male","106"
"5",""
"Female","870"
"Male","944"
"50",""
"Female","712"
"Male","586"
"51",""
"Female","94"
"Male","122"
"52",""
"Female","205"
"Male","216"
"53",""
"Female","103"
"Male","100"
"54",""
"Female","103"
"Male","80"
"55",""
"Female","524"
"Male","438"
"56",""
"Female","143"
"Male","160"
"57",""
"Female","114"
"Male","82"
"58",""
"Female","252"
"Male","147"
"59",""
"Female","95"
"Male","109"
"6",""
"Female","856"
"Male","949"
"60",""
"Female","785"
"Male","599"
"61",""
"Female","133"
"Male","103"
"62",""
"Female","175"
"Male","134"
"63",""
"Female","119"
"Male","86"
"64",""
"Female","80"
"Male","88"
"65",""
"Female","479"
"Male","378"
"66",""
"Female","84"
"Male","94"
"67",""
"Female","47"
"Male","70"
"68",""
"Female","128"
"Male","118"
"69",""
"Female","29"
"Male","77"
"7",""
"Female","929"
"Male","958"
"70",""
"Female","434"
"Male","326"
"71",""
"Female","34"
"Male","47"
"72",""
"Female","85"
"Male","89"
"73",""
"Female","32"
"Male","54"
"74",""
"Female","24"
"Male","39"
"75",""
"Female","167"
"Male","152"
"76",""
"Female","23"
"Male","35"
"77",""
"Female","27"
"Male","25"
"78",""
"Female","37"
"Male","52"
"79",""
"Female","10"
"Male","21"
"8",""
"Female","869"
"Male","1099"
"80",""
"Female","135"
"Male","96"
"81",""
"Female","16"
"Male","28"
"82",""
"Female","16"
"Male","27"
"83",""
"Female","12"
"Male","25"
"84",""
"Female","11"
"Male","14"
"85",""
"Female","74"
"Male","71"
"9",""
"Female","784"
"Male","861"
