"Population by Five Years Age Group","Number"
"0-4",""
"Female","2988"
"Male","3362"
"10-14",""
"Female","5423"
"Male","5867"
"15-19",""
"Female","4998"
"Male","4385"
"20-24",""
"Female","4189"
"Male","3280"
"25-29",""
"Female","3513"
"Male","2881"
"30-34",""
"Female","2785"
"Male","2192"
"35-39",""
"Female","2525"
"Male","2113"
"40-44",""
"Female","2024"
"Male","1717"
"45-49",""
"Female","1654"
"Male","1496"
"50-54",""
"Female","1217"
"Male","1104"
"55-59",""
"Female","1128"
"Male","936"
"5-9",""
"Female","4308"
"Male","4811"
"60-64",""
"Female","1292"
"Male","1010"
"65-69",""
"Female","767"
"Male","737"
"70-74",""
"Female","609"
"Male","555"
"75+",""
"Female","528"
"Male","546"
