"Population by Single Year of Age","Number"
"0",""
"Female","113"
"Male","101"
"1",""
"Female","84"
"Male","96"
"10",""
"Female","162"
"Male","155"
"11",""
"Female","133"
"Male","116"
"12",""
"Female","155"
"Male","145"
"13",""
"Female","155"
"Male","152"
"14",""
"Female","159"
"Male","147"
"15",""
"Female","164"
"Male","167"
"16",""
"Female","142"
"Male","142"
"17",""
"Female","178"
"Male","166"
"18",""
"Female","163"
"Male","144"
"19",""
"Female","140"
"Male","94"
"2",""
"Female","79"
"Male","108"
"20",""
"Female","128"
"Male","82"
"21",""
"Female","129"
"Male","84"
"22",""
"Female","140"
"Male","71"
"23",""
"Female","101"
"Male","62"
"24",""
"Female","119"
"Male","54"
"25",""
"Female","151"
"Male","65"
"26",""
"Female","112"
"Male","45"
"27",""
"Female","96"
"Male","57"
"28",""
"Female","121"
"Male","39"
"29",""
"Female","84"
"Male","34"
"3",""
"Female","84"
"Male","98"
"30",""
"Female","157"
"Male","85"
"31",""
"Female","85"
"Male","22"
"32",""
"Female","92"
"Male","49"
"33",""
"Female","71"
"Male","27"
"34",""
"Female","71"
"Male","25"
"35",""
"Female","161"
"Male","54"
"36",""
"Female","79"
"Male","27"
"37",""
"Female","71"
"Male","24"
"38",""
"Female","84"
"Male","41"
"39",""
"Female","59"
"Male","25"
"4",""
"Female","91"
"Male","101"
"40",""
"Female","177"
"Male","71"
"41",""
"Female","43"
"Male","22"
"42",""
"Female","77"
"Male","46"
"43",""
"Female","53"
"Male","34"
"44",""
"Female","53"
"Male","35"
"45",""
"Female","134"
"Male","67"
"46",""
"Female","69"
"Male","39"
"47",""
"Female","45"
"Male","35"
"48",""
"Female","77"
"Male","42"
"49",""
"Female","47"
"Male","31"
"5",""
"Female","115"
"Male","128"
"50",""
"Female","154"
"Male","80"
"51",""
"Female","60"
"Male","30"
"52",""
"Female","55"
"Male","47"
"53",""
"Female","47"
"Male","45"
"54",""
"Female","57"
"Male","48"
"55",""
"Female","87"
"Male","61"
"56",""
"Female","73"
"Male","57"
"57",""
"Female","51"
"Male","41"
"58",""
"Female","65"
"Male","56"
"59",""
"Female","53"
"Male","41"
"6",""
"Female","102"
"Male","119"
"60",""
"Female","101"
"Male","88"
"61",""
"Female","45"
"Male","35"
"62",""
"Female","51"
"Male","40"
"63",""
"Female","42"
"Male","33"
"64",""
"Female","33"
"Male","37"
"65",""
"Female","81"
"Male","59"
"66",""
"Female","43"
"Male","36"
"67",""
"Female","36"
"Male","28"
"68",""
"Female","49"
"Male","40"
"69",""
"Female","40"
"Male","30"
"7",""
"Female","132"
"Male","127"
"70",""
"Female","79"
"Male","56"
"71",""
"Female","14"
"Male","15"
"72",""
"Female","26"
"Male","34"
"73",""
"Female","26"
"Male","31"
"74",""
"Female","20"
"Male","29"
"75",""
"Female","35"
"Male","25"
"76",""
"Female","12"
"Male","27"
"77",""
"Female","20"
"Male","15"
"78",""
"Female","21"
"Male","24"
"79",""
"Female","15"
"Male","17"
"8",""
"Female","131"
"Male","125"
"80",""
"Female","27"
"Male","15"
"81",""
"Female","4"
"Male","9"
"82",""
"Female","11"
"Male","15"
"83",""
"Female","10"
"Male","11"
"84",""
"Female","20"
"Male","6"
"85",""
"Female","35"
"Male","45"
"9",""
"Female","116"
"Male","128"
