"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","24"
"Electricity Fuel","1"
"KeroseneFuel","31"
"LP Gas","25"
"Not Sated about Fuel","18"
"OthersFuel","1"
"Wood/FireWood","3393"
"Total","3500"
