"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","668"
"Male","607"
"","1275"
"Chhetri",""
"Female","2181"
"Male","1762"
"","3943"
"Damai/Dholi",""
"Female","394"
"Male","332"
"","726"
"Gharti/Bhujel",""
"Female","64"
"Male","55"
"","119"
"Kami",""
"Female","428"
"Male","356"
"","784"
"Limbu",""
"Female","4105"
"Male","3560"
"","7665"
"Magar",""
"Female","221"
"Male","180"
"","401"
"Majhi",""
"Female","66"
"Male","57"
"","123"
"Newar",""
"Female","36"
"Male","33"
"","69"
"Others",""
"Female","24"
"Male","11"
"","35"
"Rai",""
"Female","176"
"Male","160"
"","336"
"Sarki",""
"Female","50"
"Male","50"
"","100"
"Sonar",""
"Female","24"
"Male","27"
"","51"
"Tamang",""
"Female","273"
"Male","200"
"","473"
"Undefined Others",""
"Female","7"
"Male","11"
"","18"
