"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","7"
"Electricity","6"
"Kerosene","518"
"LP Gas","22803"
"Not stated","137"
"Others","39"
"Wood/Firewood","2047"
"Total","25561"
