"Population by Single Year of Age","Number"
"0",""
"Female","643"
"Male","770"
"1",""
"Female","605"
"Male","689"
"10",""
"Female","955"
"Male","1128"
"11",""
"Female","889"
"Male","1000"
"12",""
"Female","1012"
"Male","1151"
"13",""
"Female","1029"
"Male","1135"
"14",""
"Female","1079"
"Male","1185"
"15",""
"Female","1045"
"Male","1240"
"16",""
"Female","1100"
"Male","1275"
"17",""
"Female","1107"
"Male","1309"
"18",""
"Female","1276"
"Male","1650"
"19",""
"Female","1053"
"Male","1269"
"2",""
"Female","660"
"Male","747"
"20",""
"Female","1428"
"Male","1525"
"21",""
"Female","1167"
"Male","1232"
"22",""
"Female","1605"
"Male","1449"
"23",""
"Female","1316"
"Male","1141"
"24",""
"Female","1344"
"Male","1158"
"25",""
"Female","1538"
"Male","1352"
"26",""
"Female","1219"
"Male","1070"
"27",""
"Female","1183"
"Male","950"
"28",""
"Female","1379"
"Male","1196"
"29",""
"Female","771"
"Male","773"
"3",""
"Female","688"
"Male","760"
"30",""
"Female","1703"
"Male","1478"
"31",""
"Female","640"
"Male","646"
"32",""
"Female","1041"
"Male","1089"
"33",""
"Female","743"
"Male","737"
"34",""
"Female","758"
"Male","738"
"35",""
"Female","1254"
"Male","1363"
"36",""
"Female","711"
"Male","707"
"37",""
"Female","586"
"Male","597"
"38",""
"Female","763"
"Male","844"
"39",""
"Female","422"
"Male","515"
"4",""
"Female","730"
"Male","868"
"40",""
"Female","1039"
"Male","1220"
"41",""
"Female","329"
"Male","404"
"42",""
"Female","541"
"Male","704"
"43",""
"Female","366"
"Male","428"
"44",""
"Female","332"
"Male","367"
"45",""
"Female","658"
"Male","765"
"46",""
"Female","312"
"Male","372"
"47",""
"Female","260"
"Male","337"
"48",""
"Female","401"
"Male","419"
"49",""
"Female","204"
"Male","246"
"5",""
"Female","804"
"Male","908"
"50",""
"Female","544"
"Male","617"
"51",""
"Female","175"
"Male","203"
"52",""
"Female","282"
"Male","330"
"53",""
"Female","171"
"Male","212"
"54",""
"Female","168"
"Male","189"
"55",""
"Female","333"
"Male","361"
"56",""
"Female","192"
"Male","180"
"57",""
"Female","142"
"Male","158"
"58",""
"Female","187"
"Male","223"
"59",""
"Female","107"
"Male","141"
"6",""
"Female","837"
"Male","871"
"60",""
"Female","318"
"Male","290"
"61",""
"Female","111"
"Male","108"
"62",""
"Female","181"
"Male","128"
"63",""
"Female","93"
"Male","112"
"64",""
"Female","98"
"Male","97"
"65",""
"Female","211"
"Male","169"
"66",""
"Female","104"
"Male","76"
"67",""
"Female","103"
"Male","86"
"68",""
"Female","128"
"Male","154"
"69",""
"Female","58"
"Male","59"
"7",""
"Female","857"
"Male","1001"
"70",""
"Female","183"
"Male","132"
"71",""
"Female","51"
"Male","53"
"72",""
"Female","98"
"Male","80"
"73",""
"Female","61"
"Male","53"
"74",""
"Female","45"
"Male","50"
"75",""
"Female","138"
"Male","95"
"76",""
"Female","58"
"Male","57"
"77",""
"Female","49"
"Male","48"
"78",""
"Female","95"
"Male","82"
"79",""
"Female","30"
"Male","28"
"8",""
"Female","914"
"Male","1065"
"80",""
"Female","97"
"Male","56"
"81",""
"Female","27"
"Male","20"
"82",""
"Female","44"
"Male","33"
"83",""
"Female","27"
"Male","28"
"84",""
"Female","37"
"Male","32"
"85",""
"Female","146"
"Male","122"
"9",""
"Female","914"
"Male","973"
