"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","12"
"Cow Dung","7"
"Electricity Fuel","1"
"KeroseneFuel","6"
"LP Gas","6"
"Not Sated about Fuel","60"
"OthersFuel","0"
"Wood/FireWood","4251"
"Total","4343"
