"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","32"
"Cow Dung","19"
"Electricity Fuel","14"
"KeroseneFuel","63"
"LP Gas","1082"
"Not Sated about Fuel","70"
"OthersFuel","11"
"Wood/FireWood","20793"
"Total","22084"
