"Population by Religion","Number"
"Bahai","3"
"Bon","4"
"Buddism","12725"
"Christianity","1041"
"Hindu","52992"
"Islam","31"
"Jainism","0"
"Kirat","34469"
"Prakriti","148"
"Sikhism","0"
"Undefined","164"
"Total","101577"
