"Population by Mother tongue","Number"
"Bahing",""
"Female","20"
"Male","20"
"","40"
"Bantawa",""
"Female","10"
"Male","17"
"","27"
"Bhojpuri",""
"Female","6"
"Male","7"
"","13"
"Bhujel",""
"Female","27"
"Male","30"
"","57"
"Doteli",""
"Female","13"
"Male","4"
"","17"
"Gurung",""
"Female","1021"
"Male","865"
"","1886"
"Hindi",""
"Female","11"
"Male","14"
"","25"
"Kulung",""
"Female","325"
"Male","284"
"","609"
"Limbu",""
"Female","18848"
"Male","16033"
"","34881"
"Magar",""
"Female","1154"
"Male","1031"
"","2185"
"Maithili",""
"Female","71"
"Male","136"
"","207"
"Majhi",""
"Female","69"
"Male","62"
"","131"
"Nepali",""
"Female","27080"
"Male","23022"
"","50102"
"Newar",""
"Female","754"
"Male","666"
"","1420"
"Not Reported",""
"Female","92"
"Male","77"
"","169"
"Others",""
"Female","125"
"Male","118"
"","243"
"Rai",""
"Female","727"
"Male","665"
"","1392"
"Sanskrit",""
"Female","43"
"Male","38"
"","81"
"Sherpa",""
"Female","526"
"Male","476"
"","1002"
"Sunuwar",""
"Female","21"
"Male","16"
"","37"
"Tamang",""
"Female","3302"
"Male","2768"
"","6070"
"Wambule",""
"Female","41"
"Male","37"
"","78"
"Yakkha",""
"Female","95"
"Male","66"
"","161"
