"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","9"
"Cow Dung","5294"
"Electricity Fuel","0"
"KeroseneFuel","100"
"LP Gas","11"
"Not Sated about Fuel","120"
"OthersFuel","15"
"Wood/FireWood","1450"
"Total","6999"
