"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1"
"Christianity","14"
"Hindu","36409"
"Islam","1718"
"Jainism","0"
"Kirat","1"
"Prakriti","16"
"Sikhism","0"
"Undefined","465"
"Total","38624"
