"Population by Religion","Number"
"Bahai","6"
"Bon","1"
"Buddism","2823"
"Christianity","1239"
"Hindu","36736"
"Islam","288"
"Jainism","0"
"Kirat","6721"
"Prakriti","852"
"Sikhism","0"
"Undefined","84"
"Total","48750"
