"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","235"
"Cow Dung","22"
"Electricity Fuel","1"
"KeroseneFuel","48"
"LP Gas","236"
"Not Sated about Fuel","10"
"OthersFuel","2"
"Wood/FireWood","9965"
"Total","10519"
