"Population by Mother tongue","Number"
"Avadhi",""
"Female","171"
"Male","191"
"","362"
"Bhojpuri",""
"Female","6"
"Male","5"
"","11"
"Doteli",""
"Female","7"
"Male","4"
"","11"
"Gurung",""
"Female","5"
"Male","6"
"","11"
"Hindi",""
"Female","212"
"Male","226"
"","438"
"Kham",""
"Female","17"
"Male","8"
"","25"
"Magar",""
"Female","237"
"Male","191"
"","428"
"Maithili",""
"Female","30"
"Male","42"
"","72"
"Nepali",""
"Female","9576"
"Male","8322"
"","17898"
"Newar",""
"Female","68"
"Male","56"
"","124"
"Others",""
"Female","13"
"Male","9"
"","22"
"Tamang",""
"Female","7"
"Male","5"
"","12"
"Tharu",""
"Female","14345"
"Male","13759"
"","28104"
"Urdu",""
"Female","63"
"Male","74"
"","137"
