"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","553"
"Christianity","1236"
"Hindu","45666"
"Islam","528"
"Jainism","0"
"Kirat","9"
"Prakriti","0"
"Sikhism","0"
"Undefined","20"
"Total","48012"
