"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1046"
"Cow Dung","28"
"Electricity Fuel","5"
"KeroseneFuel","14"
"LP Gas","1190"
"Not Sated about Fuel","43"
"OthersFuel","5"
"Wood/FireWood","7101"
"Total","9432"
