"Population by Mother tongue","Number"
"Avadhi",""
"Female","409"
"Male","415"
"","824"
"Doteli",""
"Female","28"
"Male","34"
"","62"
"Gurung",""
"Female","14"
"Male","9"
"","23"
"Hindi",""
"Female","38"
"Male","64"
"","102"
"Magar",""
"Female","618"
"Male","471"
"","1089"
"Maithili",""
"Female","34"
"Male","37"
"","71"
"Nepali",""
"Female","17757"
"Male","14885"
"","32642"
"Newar",""
"Female","9"
"Male","9"
"","18"
"Not Reported",""
"Female","6"
"Male","7"
"","13"
"Others",""
"Female","25"
"Male","22"
"","47"
"Tamang",""
"Female","9"
"Male","8"
"","17"
"Tharu",""
"Female","10003"
"Male","9328"
"","19331"
"Urdu",""
"Female","96"
"Male","83"
"","179"
