"Population by Mother tongue","Number"
"Avadhi",""
"Female","138635"
"Male","145954"
"Bangla",""
"Female","9"
"Male","9"
"Bhojpuri",""
"Female","652"
"Male","691"
"Bote",""
"Female","7"
"Male","8"
"Danuwar",""
"Female","8"
"Male","6"
"Doteli",""
"Female","144"
"Male","147"
"English",""
"Female","7"
"Male","8"
"Gurung",""
"Female","261"
"Male","220"
"Hindi",""
"Female","1176"
"Male","1185"
"Kham",""
"Female","152"
"Male","135"
"Limbu",""
"Female","26"
"Male","21"
"Magar",""
"Female","5069"
"Male","4520"
"Maithili",""
"Female","2356"
"Male","2499"
"Nepali",""
"Female","52212"
"Male","44383"
"Newar",""
"Female","583"
"Male","549"
"Not Reported",""
"Female","416"
"Male","462"
"Others",""
"Female","200"
"Male","122"
"Punjabi",""
"Female","6"
"Male","6"
"Rai",""
"Female","85"
"Male","79"
"Raji",""
"Female","9"
"Male","8"
"Rajsthani",""
"Female","34"
"Male","35"
"Santhali",""
"Female","5"
"Male","6"
"Sherpa",""
"Female","111"
"Male","124"
"Tamang",""
"Female","78"
"Male","61"
"Thakali",""
"Female","23"
"Male","27"
"Tharu",""
"Female","33079"
"Male","31408"
"Uranw/Urau",""
"Female","30"
"Male","38"
"Urdu",""
"Female","50789"
"Male","50882"
"Yakkha",""
"Female","33"
"Male","46"
