"Population by Five Years Age Group","Number"
"0-4",""
"Female","31055"
"Male","32383"
"10-14",""
"Female","37613"
"Male","40021"
"15-19",""
"Female","31080"
"Male","31103"
"20-24",""
"Female","25680"
"Male","21770"
"25-29",""
"Female","22906"
"Male","20471"
"30-34",""
"Female","19998"
"Male","16280"
"35-39",""
"Female","16927"
"Male","16463"
"40-44",""
"Female","14097"
"Male","13508"
"45-49",""
"Female","11258"
"Male","12025"
"50-54",""
"Female","9167"
"Male","9713"
"55-59",""
"Female","8127"
"Male","8481"
"5-9",""
"Female","37918"
"Male","39784"
"60-64",""
"Female","7854"
"Male","8306"
"65-69",""
"Female","5477"
"Male","6551"
"70-74",""
"Female","3773"
"Male","4622"
"75+",""
"Female","3407"
"Male","4118"
