"Population by Single Year of Age","Number"
"0",""
"Female","5566"
"Male","6008"
"1",""
"Female","4991"
"Male","5191"
"10",""
"Female","10292"
"Male","11081"
"11",""
"Female","4970"
"Male","5228"
"12",""
"Female","9112"
"Male","10198"
"13",""
"Female","5893"
"Male","6205"
"14",""
"Female","7346"
"Male","7309"
"15",""
"Female","7099"
"Male","7191"
"16",""
"Female","7461"
"Male","7198"
"17",""
"Female","5132"
"Male","4981"
"18",""
"Female","7541"
"Male","8329"
"19",""
"Female","3847"
"Male","3404"
"2",""
"Female","6121"
"Male","6419"
"20",""
"Female","7766"
"Male","7227"
"21",""
"Female","3222"
"Male","2791"
"22",""
"Female","5628"
"Male","5531"
"23",""
"Female","4285"
"Male","2881"
"24",""
"Female","4779"
"Male","3340"
"25",""
"Female","6993"
"Male","7439"
"26",""
"Female","4260"
"Male","3517"
"27",""
"Female","3069"
"Male","2707"
"28",""
"Female","6571"
"Male","5199"
"29",""
"Female","2013"
"Male","1609"
"3",""
"Female","7375"
"Male","7342"
"30",""
"Female","8359"
"Male","8040"
"31",""
"Female","1453"
"Male","1253"
"32",""
"Female","4487"
"Male","3843"
"33",""
"Female","2974"
"Male","1618"
"34",""
"Female","2725"
"Male","1526"
"35",""
"Female","6781"
"Male","8738"
"36",""
"Female","2396"
"Male","2307"
"37",""
"Female","1620"
"Male","1386"
"38",""
"Female","4740"
"Male","3047"
"39",""
"Female","1390"
"Male","985"
"4",""
"Female","7002"
"Male","7423"
"40",""
"Female","6721"
"Male","8070"
"41",""
"Female","988"
"Male","882"
"42",""
"Female","2678"
"Male","2563"
"43",""
"Female","2195"
"Male","1112"
"44",""
"Female","1515"
"Male","881"
"45",""
"Female","5038"
"Male","7218"
"46",""
"Female","1357"
"Male","1188"
"47",""
"Female","970"
"Male","892"
"48",""
"Female","3004"
"Male","2040"
"49",""
"Female","889"
"Male","687"
"5",""
"Female","8405"
"Male","9036"
"50",""
"Female","4739"
"Male","6061"
"51",""
"Female","670"
"Male","696"
"52",""
"Female","1437"
"Male","1637"
"53",""
"Female","1340"
"Male","710"
"54",""
"Female","981"
"Male","609"
"55",""
"Female","3641"
"Male","4899"
"56",""
"Female","994"
"Male","986"
"57",""
"Female","690"
"Male","684"
"58",""
"Female","2118"
"Male","1331"
"59",""
"Female","684"
"Male","581"
"6",""
"Female","7655"
"Male","7923"
"60",""
"Female","4486"
"Male","5567"
"61",""
"Female","563"
"Male","586"
"62",""
"Female","1255"
"Male","1192"
"63",""
"Female","914"
"Male","519"
"64",""
"Female","636"
"Male","442"
"65",""
"Female","3147"
"Male","4241"
"66",""
"Female","467"
"Male","473"
"67",""
"Female","402"
"Male","448"
"68",""
"Female","1177"
"Male","1048"
"69",""
"Female","284"
"Male","341"
"7",""
"Female","6908"
"Male","7101"
"70",""
"Female","2583"
"Male","3223"
"71",""
"Female","210"
"Male","308"
"72",""
"Female","513"
"Male","630"
"73",""
"Female","283"
"Male","271"
"74",""
"Female","184"
"Male","190"
"75",""
"Female","1158"
"Male","1583"
"76",""
"Female","151"
"Male","195"
"77",""
"Female","142"
"Male","160"
"78",""
"Female","250"
"Male","283"
"79",""
"Female","81"
"Male","98"
"8",""
"Female","9705"
"Male","10329"
"80",""
"Female","693"
"Male","845"
"81",""
"Female","60"
"Male","80"
"82",""
"Female","89"
"Male","96"
"83",""
"Female","52"
"Male","68"
"84",""
"Female","62"
"Male","83"
"85",""
"Female","669"
"Male","627"
"9",""
"Female","5245"
"Male","5395"
