"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","32"
"Cow Dung","15"
"Electricity","11"
"Kerosene","761"
"LP Gas","15594"
"Not stated","165"
"Others","80"
"Wood/Firewood","3874"
"Total","20532"
